,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ori_scalar,ori_x,ori_y,ori_z
0,87056144.0,8.881561279296875,-2.6001815795898438,3.335224151611328,-0.19921016693115234,0.0862884521484375,0.05965614318847656,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
1,87056152.0,8.776213645935059,-2.622927665710449,3.2310733795166016,-0.19921016693115234,0.0862884521484375,0.05965614318847656,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
2,87056160.0,8.698399543762207,-2.6708126068115234,3.2023420333862305,-0.19921016693115234,0.0862884521484375,0.05965614318847656,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
3,87056176.0,8.724736213684082,-2.6456727981567383,3.281352996826172,-0.19921016693115234,0.0862884521484375,0.05965614318847656,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
4,87056184.0,8.779805183410645,-2.6720104217529297,3.306492805480957,-0.19921016693115234,0.0862884521484375,0.05965614318847656,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
5,87056192.0,8.838464736938477,-2.687572479248047,3.320858955383301,-0.19921016693115234,0.0862884521484375,0.05965614318847656,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
6,87056200.0,8.796565055847168,-2.689967155456543,3.317267417907715,-0.2588663101196289,0.09374523162841797,0.04474163055419922,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
7,87056216.0,8.706779479980469,-2.7067270278930664,3.249030113220215,-0.2588663101196289,0.09374523162841797,0.04474163055419922,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
8,87056232.0,8.61579704284668,-2.8228492736816406,3.1029796600341797,-0.2588663101196289,0.09374523162841797,0.04474163055419922,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
9,87056256.0,8.803747177124023,-2.959322929382324,3.0431222915649414,-0.2588663101196289,0.09374523162841797,0.04474163055419922,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
10,87056272.0,8.915081024169922,-2.9138317108154297,2.938971519470215,-0.2588663101196289,0.09374523162841797,0.04474163055419922,0.5037870407104492,0.5909671783447266,-0.564640998840332,0.27953624725341797
