,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ori_scalar,ori_x,ori_y,ori_z
0,5179663.0,8.731919288635254,-0.34836673736572266,3.678802490234375,0.09267997741699219,-0.061786651611328125,0.030893325805664062,0.3499279022216797,0.6683502197265625,-0.5000333786010742,0.42519569396972656
1,5179683.0,8.618191719055176,-0.41660308837890625,3.5016260147094727,0.09267997741699219,-0.061786651611328125,0.030893325805664062,0.3499279022216797,0.6683502197265625,-0.5000333786010742,0.42519569396972656
2,5179703.0,8.633753776550293,-0.4776573181152344,3.3843069076538086,0.09267997741699219,-0.061786651611328125,0.030893325805664062,0.3499279022216797,0.6683502197265625,-0.5000333786010742,0.42519569396972656
3,5179723.0,8.6349515914917,-0.4656858444213867,3.5159921646118164,0.09267997741699219,-0.061786651611328125,0.030893325805664062,0.3499279022216797,0.6683502197265625,-0.5000333786010742,0.42519569396972656
4,5179742.0,8.582277297973633,-0.38188648223876953,3.741053581237793,0.09267997741699219,-0.061786651611328125,0.030893325805664062,0.3499279022216797,0.6683502197265625,-0.5000333786010742,0.42519569396972656
5,5179762.0,8.682836532592773,-0.41181468963623047,3.6548595428466797,0.09267997741699219,-0.061786651611328125,0.030893325805664062,0.3499279022216797,0.6683502197265625,-0.5000333786010742,0.42519569396972656
6,5179782.0,8.75586223602295,-0.42977142333984375,3.627326011657715,0.09267997741699219,-0.061786651611328125,0.030893325805664062,0.34975528717041016,0.6686515808105469,-0.4991273880004883,0.42597293853759766
7,5179802.0,8.660091400146484,-0.4644889831542969,3.8188676834106445,0.060721397399902344,-0.0745706558227539,-0.019174575805664062,0.3495826721191406,0.668522834777832,-0.49865245819091797,0.4269218444824219
8,5179824.0,8.731919288635254,-0.6763820648193359,3.919426918029785,0.02982807159423828,-0.10120296478271484,-0.04367637634277344,0.3495826721191406,0.668522834777832,-0.49865245819091797,0.4269218444824219
9,5179844.0,8.640936851501465,-0.5770196914672852,3.8703441619873047,0.09587669372558594,-0.10120296478271484,-0.0692434310913086,0.3495826721191406,0.668522834777832,-0.49865245819091797,0.4269218444824219
10,5179863.0,8.385946273803711,-0.5039939880371094,3.836824417114258,0.13422679901123047,-0.08735370635986328,-0.0809621810913086,0.3495826721191406,0.668522834777832,-0.49865245819091797,0.4269218444824219
11,5179883.0,8.49728012084961,-0.5997657775878906,3.871541976928711,0.09694194793701172,-0.11611652374267578,-0.10652923583984375,0.3495826721191406,0.668522834777832,-0.49865245819091797,0.4269218444824219
12,5179903.0,8.690019607543945,-0.6272993087768555,3.865555763244629,0.04367637634277344,-0.10865974426269531,-0.12890052795410156,0.3495826721191406,0.668522834777832,-0.49865245819091797,0.4269218444824219
